coco_id,source,prompt,evaluation_seed,case_number
37705,coco-30k,small birds on tree branches with a sky background,79430,7317
231685,coco-30k,A bird walking along a beach with a rock it its mouth.,1507,7318
467863,coco-30k,A man sitting on a bench next to a river under a bridge.,44671,7319
320150,coco-30k,a man taking a picture of prizes in a claw machine game,7113,7320
335241,coco-30k,A green city bus riding with its windows open,26479,7321
202926,coco-30k,Pelicans and sea gulls are sitting on the beach.,28825,7322
578740,coco-30k,An overhead view of a railroad track with a train passing by,44675,7323
204206,coco-30k,A fire hydrant has been painted in the style of Dalmatian outside the fire department. ,17199,7324
266082,coco-30k,A red fire hydrant in front of a skyscraper,98868,7325
137826,coco-30k,A red double decker tourist bus goes around town,11192,7326
243328,coco-30k,A green traffic light on a post with street signs,60461,7327
524775,coco-30k,Yellow double decker bus being boarded on a city street. ,46680,7328
276076,coco-30k,Paved road with vehicles in one lane and a flock of sheep and goats in the other.,41193,7329
118465,coco-30k,A giraffe trying to lick a little girl.,30621,7330
287396,coco-30k,A blue double decker bus that says Garage on it.,46562,7331
19783,coco-30k,a person feeding seagulls on a beach near a lighthouse,33371,7332
43344,coco-30k,Two tennis players are sitting on the bench.,38619,7333
486968,coco-30k,A park bench is empty on the grass by a rock wall at the river side.,49318,7334
23380,coco-30k,A bus stop is decorated with blue brochures.,43329,7335
35436,coco-30k,There are very few people inside of the large train station.,45585,7336
518586,coco-30k,A train drives along railroad tracks while a person walks between the tracks.,49380,7337
15681,coco-30k,A hawk is standing over the remains of another bird.,32262,7338
432330,coco-30k,Many difference birds in cages on display in an outdoor market area.,62891,7339
431557,coco-30k,There are three giraffes and a goat inside the wire fence.,23512,7340
347179,coco-30k,Black and white photo of people looking at animals grazing.,15934,7341
178911,coco-30k,a public transit train on a train track with trees in the background,34089,7342
252986,coco-30k,A trail leads to a wood park bench in a tree filled park.,68385,7343
203294,coco-30k,A tour bus with a cats face painted on the front of it,82520,7344
565778,coco-30k,A train going back to its coarse filled with people.,81937,7345
227073,coco-30k,A woman standing on a beach near the water,26899,7346
144655,coco-30k,Two ducks swimming in a grassy pond together,76564,7347
499989,coco-30k,Giraffe in its natural habitat snacking on a tree,85908,7348
154670,coco-30k,A tour bus parked in front of a building with a large advertisement painted to it's side.,94830,7349
45496,coco-30k,Sheep in a forest after the snow has melted,33597,7350
403657,coco-30k,Red bus passing by a famous clock tower. ,94458,7351
538533,coco-30k,Street sign at the corner of SW 6th and Spencer,90176,7352
274052,coco-30k,A bird that has landed on top of another bird,88522,7353
559576,coco-30k,A street sign showing how to drive around a divide,29257,7354
209221,coco-30k,A train pulling out of a train station next to train tracks.,15444,7355
236837,coco-30k,A large blue passenger train pulling into a train station.,43385,7356
383039,coco-30k,A horned ram and a sheep grazing in a fenced field.,682,7357
322829,coco-30k,A white meta bench next to a patch of grass.,43591,7358
71965,coco-30k,A green mailbox with graffiti on the side,54793,7359
478250,coco-30k,A stop sign showing you should walk across the road,38284,7360
157067,coco-30k,A white gazebo surrounded by landscaping and trees.,84677,7361
515050,coco-30k,A giraffe walking in a field with gazelle's looking on. ,79042,7362
37382,coco-30k,A giraffe sitting on a rocky dirt and grass covered ground.,24009,7363
494393,coco-30k,Man walking by red sign on sidewalk by window of building while another looks on.,67141,7364
460652,coco-30k,A red traffic light with a red stop sign posted underneath it.,79386,7365
65208,coco-30k,A man walking while holding an umbrella on a wet sidewalk.,56975,7366
160941,coco-30k,A train traveling down train tracks surrounded by forest.,10701,7367
215723,coco-30k,Two men smiling and wearing yellow jackets behind construction markers.,27399,7368
394904,coco-30k,A couple walking down a path by the waters edge.,45406,7369
179430,coco-30k,A street sign with two streets and two block numbers.,51497,7370
145700,coco-30k,Four green traffic lights on an empty road.,67447,7371
180011,coco-30k,"Four young giraffes in a zoo, with one of them being fed leaves by a person",28268,7372
245232,coco-30k,A sign littered with stickers on a pole with a crosswalk button beside a large red building.,44618,7373
275501,coco-30k,A bird standing in the sand and another bird landing on a blanket in the sand.,52408,7374
219897,coco-30k,A stop sign mounted on a pole with a street sign with a forest in the background.,88472,7375
563195,coco-30k,Short rain as view from above either from over view mountain or air craft.,36394,7376
170849,coco-30k,Birds flying over a sandy beach and landing on a platform.,27579,7377
173183,coco-30k,"Street signs, corner of Lynn and Bigelow.taken 11.01.2009 23:58.",87446,7378
573930,coco-30k,A cross walk with pedestrians and a delivery truck.,8284,7379
516542,coco-30k,Signs posted in front of a municipal complex.,13701,7380
208589,coco-30k,A bird in a pot eating a fruit.,11789,7381
104345,coco-30k,Two planes flying in a clear blue sky.,23030,7382
474862,coco-30k,A lake is flooded over its banks several inches and people are sitting on benches.,49725,7383
124390,coco-30k,Two giraffes standing outdoors near a brick building.,67784,7384
373197,coco-30k,A small bird is perched on a leafless twig.,67279,7385
121041,coco-30k,A black duck floating in a wavy pond.,94860,7386
151135,coco-30k,A train sitting on a track in a field near a bridge.,22046,7387
238071,coco-30k,"S&B train number 3815 coming down the track, country area.",79074,7388
500703,coco-30k,People are waiting for the train to arrive,47898,7389
84982,coco-30k,A red and white street sign mounted on a red pole with a pedestrian traffic light.,54001,7390
49885,coco-30k,A red medical ambulance bus parked and waiting for people to board.,36554,7391
84200,coco-30k,An orange fire hydrant with a black hat on top.,60337,7392
564301,coco-30k,Three gray sheep in a field next to their owner.,39621,7393
7355,coco-30k,A bus is going through an intersection in a city.,95815,7394
176149,coco-30k,A street sign slightly knocked over next to a rural road.,97044,7395
391560,coco-30k,"Dull red train, 54,  between grass and trees.",52836,7396
200324,coco-30k,A red stop sign with a white street sign posted under it.,79856,7397
540733,coco-30k,World flags decorate a busy urban street corner. ,31625,7398
165572,coco-30k,Small cars move to pass around a London bus. ,27869,7399
534336,coco-30k,A flock of sheep walking down a road with a man and young girl. ,39262,7400
65455,coco-30k,A group of giraffe Standing up against a dirt wall in front of a crowd of children.,62053,7401
312549,coco-30k,This is a close up photo of a street sign of a cross street.,11954,7402
568290,coco-30k,A red extra long bus driving down a stone covered walkway.,34172,7403
241691,coco-30k,A giraffe standing next to a covered structure.,20783,7404
100978,coco-30k,A group of people waiting to cross a traffic filled street at a crosswalk.,69018,7405
330316,coco-30k,The train on some railroad tracks next to a platform.,7016,7406
533434,coco-30k,A downtown urban street scene with skyscrapers and historic buildings.,40373,7407
97892,coco-30k,A white demon hovering next to a red stop sign under a one way street sign.,58637,7408
268996,coco-30k,A green street sign on a pole in front of a tall building.,99348,7409
567198,coco-30k,Two giraffe standing on a dirt road next to a jungle,70743,7410
210766,coco-30k,A red sign posted to a pole in front of a tall building.,48124,7411
117079,coco-30k,A dumpster sitting in front of a building covered in graffiti.,43047,7412
120282,coco-30k,A family of ducks floating across a lake.,24750,7413
33123,coco-30k,A street sign with mount pleasant rd. and 630.,43271,7414
28110,coco-30k,A giraffe walking through the forest in the wild. ,75055,7415
526704,coco-30k,This is a giraffe standing in an enclosure.,56318,7416
478225,coco-30k,A train traveling past a group of tall residential buildings.,60797,7417
181386,coco-30k,A train coming out of a bridge next to a  river.,14152,7418
134001,coco-30k,A street sign standing on a corner in front of a building.,74918,7419
284851,coco-30k,A small kitten sitting on a chair next to a small dog.,2841,7420
503939,coco-30k,A blue and yellow train coming to a stop at a station.,61813,7421
491106,coco-30k,A woman is standing in front of an old train.,76208,7422
237459,coco-30k,A wooden bench is under the shade of a large tree.,20435,7423
197461,coco-30k,a ram is looking at the camera and standing on some grass,61219,7424
325688,coco-30k,two birds flying over some water and their reflection,47794,7425
460059,coco-30k,a woman is wearing a yellow jacket and a man in a white shirt,52130,7426
183104,coco-30k,an image of two giraffes in a crate,59998,7427
65227,coco-30k,Girl wearing Girl Scouts uniform holding an object in her hand near a fence.,58817,7428
61836,coco-30k,A bird standing alone in the water looking,68591,7429
333069,coco-30k,"Two giraffes in the trees, one standing up.",2995,7430
138083,coco-30k,A dog running around the field with sheep in the background. ,94310,7431
430155,coco-30k,a street image with parked vehicles along side the curb ,16488,7432
337826,coco-30k,"Sheared sheep on roadway taken from vehicle, with green hillside in background.",4167,7433
1103,coco-30k,A lot if birds are standing at the beach shore,37852,7434
11260,coco-30k,Train on track as it approaches a bridge.,3664,7435
405621,coco-30k,there are several stop signs along side the grass,61974,7436
261461,coco-30k,One giraffe laying by a rock while another giraffe looks on.,62052,7437
96991,coco-30k,THERE IS A PARK BENCH FACING A SNOW COVERED MOUNTAIN ,268,7438
52851,coco-30k,Barren mountains dotted with green beneath a cloudy sky.,37321,7439
301765,coco-30k,Two street signs on a post beneath power lines.,78016,7440
260182,coco-30k,A window that looks out onto an intersection with several shops.,42074,7441
452674,coco-30k,Small black bird standing on a wooden table or deck.,31993,7442
138550,coco-30k,AN IMAGE OF A FIRED HYDRANT ON THE STREET,62008,7443
47191,coco-30k,Man in green jacket walking towards bus stop sign.,16289,7444
351554,coco-30k,Street sign for Hollywood Boulevard with a building in background.,67271,7445
415885,coco-30k,A man on a tennis court who has just returned a hit,58466,7446
30796,coco-30k,A double decker bus at night on a London street.,34247,7447
267184,coco-30k,An old luncheonette sign on a corner by a street sign,2214,7448
